Match point|ULAN concat|Wikidata concat|VIAF concat|LC concat|Name|Label|Birth date|Death date|Ancestry/Heritage|Indexes|Description|Watsonline|Watsonline URL|Met Collection|Met Collection URL|Wikipedia|Wikipedia URL|Art Asia America|AAA URL
AAPI-1259|||||Suryajaya, Leonard|Leonard Suryajaya|1988||Chinese;Indonesian||photographer;time-based media artist;performance artist;installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Suryajaya, Leonard""%20or%20""Leonard Suryajaya""&searchscope=1&SORT=A"||||||
AAPI-0577|||||Suski, Julia|Julia Suski|1904|1996|Japanese||illustrator;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Suski,%20Julia%22%20or%20%22Julia%20Suski%22&searchscope=1&SORT=A||||||
AAPI-0820|500103018|Q107477483|96446490||Suzuki, James|James (Jimi) H. Suzuki|1933||Japanese||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Jimi+Suzuki&searchscope=1||||||
AAPI-0578|||||Suzuki, Lewis|Lewis Suzuki|1920|2016|Japanese||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Suzuki,%20Lewis%22%20or%20%22Lewis%20Suzuki%22&searchscope=1&SORT=A||||||
AAPI-0580||Q7402836|||Suzuki, Sakari|Sakari Suzuki|1899|1995|Japanese||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Suzuki,%20Sakari%22%20or%20%22Sakari%20Suzuki%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Sakari_Suzuki||
AAPI-0582||Q7608409|53987020|nr00018092|Syjuco, Stephanie|Stephanie Syjuco|1974||Filipino/a/x||installation artist;multimedia artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Syjuco%2C+Stephanie%22%20or%20%22Stephanie%20Syjuco%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Stephanie_Syjuco||
AAPI-0583||Q18351695|112060924|n81015506|Sze, Mai-Mai|Mai-Mai Sze|1909|1992|Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Sze%2C+Mai-Mai%22%20or%20%22Mai-Mai%20Sze%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Mai-Mai_Sze||
AAPI-0584|500114674|Q3473432|52533349|nr99019508|Sze, Sarah|Sarah Sze|1969||Chinese||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Sze%2C+Sarah%22%20or%20%22Sarah%20Sze%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Sarah+Sze%22+1969|Wikipedia|https://en.wikipedia.org/wiki/Sarah_Sze||
AAPI-1325|500005677|Q21484638|95715497|no2014128755|Tadasky|Tadasky (Tadasuke Kuwayama)|1935||Japanese||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22tadasky%22+not+%22Tadaaki%22&searchscope=1||||||
AAPI-0587|500055802|Q104429105|||Taira, Frank|Frank Morihiko Taira|1913|2010|Japanese||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Frank%20Taira%22)&searchscope=1&SORT=R||||||
AAPI-0862|500294305|Q50377243|269010386|no2015138942|Tajima, Mika|Mika Tajima|1975||Japanese||installation artist;painter;performance artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tajima%2C+Mika%22%20or%20%22Mika%20Tajima%22&searchscope=1||||||
AAPI-0588|500472096|Q7300149|311416437||Tajiri, Rea|Rea Tajiri|1958||Japanese||time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tajiri%2C+Rea%22%20or%20%22Rea%20Tajiri%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Rea_Tajiri||
AAPI-0589|500029677|Q471243|237394989|n92062228|Tajiri, Shinkichi|Shinkichi Tajiri|1923|2009|Japanese||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tajiri%2C+Shinkichi%22%20or%20%22Shinkichi%20Tajiri%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Shinkichi+Tajiri|Wikipedia|https://en.wikipedia.org/wiki/Shinkichi_Tajiri||
AAPI-0590|500126272|Q7827716|96612532|n88605164|Takaezu, Toshiko|Toshiko Takaezu|1922|2011|Japanese;Hawaiian (Kamaʻāina)||ceramicist / potter;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takaezu%2C+Toshiko%22%20or%20%22Toshiko%20Takaezu%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Toshiko+Takaezu|Wikipedia|https://en.wikipedia.org/wiki/Toshiko_Takaezu||
AAPI-1189|||||Takahashi, K.|K. Takahashi|||Japanese||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Takahashi, K.""%20or%20""K. Takahashi""&searchscope=1&SORT=A"||||||
AAPI-0821||Q81027329|||Katsuo Takahashi|Katsuo Takahashi|1860|1917|Japanese||painter;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takahashi%2C+Katsuo%22%20or%20%22Katsuo%20Takahashi%22&searchscope=1||||||
AAPI-1172||Q11668731|36016359|n88213771|Takai, Teiji||1911|1986|Japanese||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Takai, Teiji""%20or%20""Teiji Takai""&searchscope=1&SORT=A"||||||
AAPI-0822|500177736|Q52157067|63574423|no92011422|Takayama, Michio|Michio Takayama|1903|1994|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takayama%2C+Michio%22%20or%20%22Michio%20Takayama%22&searchscope=1||||||
AAPI-0592||Q6205486|||Takayama-Ogawa, Joan|Joan Takayama-Ogawa|1955||Japanese||ceramicist / potter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takayama-Ogawa%2C+Joan%22%20or%20%22Joan%20Takayama-Ogawa%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Joan_Takayama-Ogawa||
AAPI-0593|500353388||||Takemoto, Henry|Henry Takemoto|1930||Japanese;Hawaiian (Kamaʻāina)||ceramicist / potter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takemoto,%20Henry%22%20or%20%22Henry%20Takemoto%22&searchscope=1&SORT=A||||||
AAPI-1226||Q19666605|||Takemoto, Tina|Tina Takemoto|||Japanese||performance artist;time-based media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Takemoto, Tina""%20or%20""Tina Takemoto""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Tina_Takemoto||
AAPI-0594||Q16137687|106927986|no2010015261|Takenaga, Barbara|Barbara Takenaga|1949||Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takenaga%2C+Barbara%22%20or%20%22Barbara%20Takenaga%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Barbara_Takenaga|artasiamerica|http://artasiamerica.org/artist/detail/67
AAPI-0595||Q28076383|7353985|nr2006028284|Takiguchi, Masaru|Masaru Takiguchi|1941||Japanese||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Takiguchi%2C+Masaru%22%20or%20%22Masaru%20Takiguchi%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Masaru_Takiguchi||
AAPI-0999|500330938|Q94519537|106303831|no2013022338|Tam, Ho||1962||Hongkonger||book/paper/zine artist;installation artist;multidisciplinary artist;painter;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tam%2C+Ho%22+or+%22Ho+Tam%22&searchscope=1||||||
AAPI-0597|||||Tam, Kenneth|Kenneth Tam|1982||Chinese||photographer;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tam%2C+Kenneth%22%20or%20%22Kenneth%20Tam%22&searchscope=1||||||
AAPI-0823|500032709|Q7317523|267207062|n86012796|Tam, Reuben|Reuben Tam|1916|1991|Chinese;Hawaiian (Kamaʻāina)||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tam%2C+Reuben%22%20or%20%22Reuben%20Tam%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Reuben+Tam|Wikipedia|https://en.wikipedia.org/wiki/Reuben_Tam||
AAPI-1010|500258803|Q2634269|13478511|n00011162|Tam, Vivienne ||1957||Chinese;Hongkonger||designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Vivienne+Tam%22+or+%22Tam%2C+Vivienne%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Vivienne+Tam&sortBy=Relevance&pageSize=0|Wikipedia|https://en.wikipedia.org/wiki/Vivienne_Tam||
AAPI-0600|500395644|Q108478248|||Tamura, Maki|Maki Tamura|1973||Japanese;Indonesian||installation artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tamura%2C+Maki%22%20or%20%22Maki%20Tamura%22&searchscope=1||||||
AAPI-1260||Q110498766|487145970287432251598||Tan, Lisa|Lisa Tan|1973||||time-based media artist;photographer;installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Tan, Lisa""%20or%20""Lisa Tan""&searchscope=1&SORT=A"||||||
AAPI-0969||Q101250886|||Tanahy, Dalani|Dalani Tanahy|1961||Native Hawaiian (Kānaka ʻŌiwi, Kānaka Maoli)|"Index of Indigenous and Native American Artists
"|textile/fiber artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Tanahy, Dalani""%20or%20""Dalani Tanahy""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Dalani_Tanahy||
AAPI-0604||Q108570562|6973151304672149460004||Tanaka, Gayle|Gayle Tanaka|||Japanese||mixed-media artist;photographer;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tanaka%2C+Gayle%22%20or%20%22Gayle%20Tanaka%22&searchscope=1||||||
AAPI-0605||Q19592458|21778982|no99050382|Tanaka, Janice|Janice Tanaka|||Japanese||time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tanaka%2C+Janice%22%20or%20%22Janice%20Tanaka%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Janice_Tanaka||
AAPI-1261||Q117121398|||Diane Tani|Diane Tani|1965||Japanese;Chinese||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Tani, Diane""%20or%20""Diane Tani""&searchscope=1&SORT=A"||||||
AAPI-0824||Q27978700|||Tape, Mary|Mary Tape|1857|1934|Chinese||painter;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tape,%20Mary%22%20or%20%22Mary%20Tape%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Mary_Tape||
AAPI-1139|||||Tapiador, Milette|Milette Tapiador|1971||Filipino/a/x|||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Tapiador, Milette""%20or%20""Milette Tapiador""&searchscope=1&SORT=A"||||||
AAPI-1012|500061593|Q8052423|||Teng, Yeohlee||1951||Chinese;Malaysian||designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Teng%2C+Yeohlee%22+or+%22Yeohlee+Teng%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Yeohlee+Teng&sortBy=Relevance&pageSize=0|Wikipedia|https://en.wikipedia.org/wiki/Yeohlee_Teng||
AAPI-0825||Q27507142|||Terada, Takeo Edward|Takeo Edward Terada|1908|1993|Japanese||muralist;painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Terada%2C+Takeo%20Edward%22%20or%20%22Takeo%20Edward%20Terada%22&searchscope=1||||||
AAPI-0608||Q6163616|11997583|no2003065515|Teraoka, Jason|Jason Teraoka|1964||Japanese;Hawaiian (Kamaʻāina)||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Teraoka, Jason""%20or%20""Jason Teraoka""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Jason_Teraoka||
AAPI-0609|500057709|Q6782527|112425784|n79109386|Teraoka, Masami|Masami Teraoka|1936||Japanese||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Teraoka%2C+Masami%22%20or%20%22Masami%20Teraoka%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Masami+Teraoka|Wikipedia|https://en.wikipedia.org/wiki/Masami_Teraoka||
AAPI-0611|500334789|Q526559|119630771||Teruya, Yuken|Yuken Teruya|1973||Japanese;Okinawan||installation artist;mixed-media artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Teruya%2C+Yuken%22%20or%20%22Yuken%20Teruya%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Yuken_Teruya||
AAPI-1034|||||Thein, Chaw Ei||1969||Burmese||installation artist;multidisciplinary artist;painter;performance artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Thein%2C%20Chaw%20Ei%22%20or%20%22Chaw%20Ei%20Thein%22)&searchscope=1&SORT=R||||||
AAPI-0613||Q21067210|||Thiel, Midori Kono|Midori Kono Thiel|1933||Japanese;Hawaiian (Kamaʻāina)||ink artist/calligrapher;painter;printmaker;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Thiel,%20Midori%20Kono%22%20or%20%22Midori%20Kono%20Thiel%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Midori_Kono_Thiel||
AAPI-0614|500463701|Q16189544|6197154622406544710000||Thiel, Tamiko|Tamiko Thiel|1957||Japanese||digital artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Thiel%2C+Tamiko%22%20or%20%22Tamiko%20Thiel%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tamiko_Thiel||
AAPI-0913|||||Tien, Helen|Helen Tien|1942||Chinese|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tien,%20Helen%22%20or%20%22Helen%20Tien%22&searchscope=1&SORT=A||||||
AAPI-0616||Q110637567|||Ting, Mary|Mary Ting|||Chinese||draftsperson;installation artist;printmaker;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ting%2C+Mary%22%20or%20%22Mary%20Ting%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/185
AAPI-0617|500019971|Q2095915|95209697|n89630168|Ting, Walasse|Wallace Ting|1929|2010|Chinese||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Walasse%20Ting)&searchscope=1&SORT=R|Met Collection|https://www.metmuseum.org/art/collection/search?q=Walasse+Ting|Wikipedia|https://en.wikipedia.org/wiki/Walasse_Ting|artasiamerica|http://artasiamerica.org/artist/detail/525
AAPI-0619|500114916|Q989861|96536281|no95060530|Tiravanija, Rirkrit|Rirkrit  Tiravanija|1961||Thai||conceptual artist;installation artist;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tiravanija%2C+Rirkrit%20%22%20or%20%22Rirkrit%20Tiravanija%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Rirkrit_Tiravanija||
AAPI-0621||Q15997714|9809588|nr2006028285|Tokita, Kamekichi|Kamekichi Tokita|1897|1948|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tokita%2C+Kamekichi%22%20or%20%22Kamekichi%20Tokita%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Kamekichi_Tokita||
AAPI-0623|||||Tominaga, Chio|Chio Tominaga|1883|1986|Japanese||textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tominaga,%20Chio%22%20or%20%22Chio%20Tominaga%22&searchscope=1&SORT=A||||||
AAPI-1286|500125462|Q8050043|96606593|nr92032725|Tone, Yasunao|Yasunao Tone|1935||Japanese||multidisciplinary artist;performance artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Tone, Yasunao""%20or%20""Yasunao Tone""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Yasunao_Tone||
AAPI-0626||Q108602003|19162842387273042482|n2021243053|Toor, Salman|Salman Toor|1983||Pakistani||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Toor,%20Salman%22%20or%20%22Salman%20Toor%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Salman_Toor||
AAPI-0957|500125608|Q98115285|300149294270880521343|no2017108839|Torimitsu, Momoyo|Momoyo Torimitsu|1967||Japanese||sculptor;installation artist;time-based media artist;photographer;performance artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Torimitsu, Momoyo""%20or%20""Momoyo Torimitsu""&searchscope=1&SORT=A"||||||
AAPI-0628|||||Toshida, Mitsuo|Mitsuo Toshida|1955|||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Toshida%2C+Mitsuo%22%20or%20%22Mitsuo%20Toshida%22&searchscope=1||||||
AAPI-0629|500114675|Q88402008|16707263|n2008181978|Tran, T. Kim-Trang|T. Kim-Trang Tran|1966||Vietnamese||installation artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tran%2C+T.%20Kim-Trang%22%20or%20%22T.%20Kim-Trang%20Tran%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tran_T._Kim-Trang|artasiamerica|http://artasiamerica.org/artist/detail/219
AAPI-0859||Q110275274|||Tran, Tam|Tam Tran|1986||Vietnamese||designer;photographer|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tran%2C%20Tam%2C%201986-%22%20or%20%22Tam%20Tran%22)&searchscope=1&SORT=R||||||
AAPI-0630|500122871|Q23417092|83645474|no2009047507|Tran, Tam Van|Tam Van Tran|1966||Vietnamese||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tran%2C+Tam%20Van%22%20or%20%22Tam%20Van%20Tran%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tam_Van_Tran|artasiamerica|http://artasiamerica.org/artist/detail/40
AAPI-0632|500056325|Q542508|109438564|n82209791|Trinh T. Minh-Ha |T. Minh-Ha (Thi Minh-Ha) Trinh|1952||Vietnamese||time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Minh-ha+Trinh&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Trinh_T._Minh-ha ||
AAPI-0633||Q107436982|||Trương, Hồng-Ân|Hồng-Ân  Trương|1976||Vietnamese||installation artist;performance artist;photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trương%2C+Hồng-Ân%20%22%20or%20%22Hồng-Ân%20Trương%22&searchscope=1||||||
AAPI-0634|500089673|Q7982218|96333837|nr96002169|Tsai, Wen-Ying|Wen-Ying Tsai|1928|2013|Chinese||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsai%2C+Wen-Ying%22%20or%20%22Wen-Ying%20Tsai%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Wen-Ying_Tsai||
AAPI-0635|500473297|Q17581477|311733673|no2016022689|Tsang, Wu|Wu Tsang|1982||Chinese||multimedia artist;performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsang%2C+Wu%22%20or%20%22Wu%20Tsang%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Wu_Tsang||
AAPI-0636|500330501|Q111602196|||Tsao, Richard|Richard Tsao|1954||Chinese;Thai||mixed-media artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsao%2C+Richard%22%20or%20%22Richard%20Tsao%22&searchscope=1||||||
AAPI-0637||Q50825806|1367159613646041030008||Tse, Ka-Man|Ka-Man Tse|1981||Hongkonger||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tse%2C+Ka-Man%22%20or%20%22Ka-Man%20Tse%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ka-Man_Tse||
AAPI-0638|500282359|Q18158945|24312793|no2004057725|Tse, Shirley|Shirley Tse|1968||Hongkonger||installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tse%2C+Shirley%22%20or%20%22Shirley%20Tse%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Shirley_Tse|artasiamerica|http://artasiamerica.org/artist/detail/186
AAPI-0639|||||Tse, Wing Kwong|Wing Kwong Tse|1902|1993|Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tse%2C+Wing%20Kwong%22%20or%20%22Wing%20Kwong%20Tse%22&searchscope=1||||||
AAPi-1326|||||Tseng, Helen Shewolfe |Helen Shewolfe Tseng|||Taiwanese||interdisciplinary artist;illustrator;designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=helen+shewolfe+tseng&searchscope=1||||||
AAPI-0088|500110979|Q2458256|70517077|n88680513|Tseng, Kwong Chi |Tseng Kwong Chi|1950|1990|Hongkonger;Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Chi%2C+Tseng%20Kwong%22%20or%20%22Tseng%20Kwong%20Chi%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tseng_Kwong_Chi|artasiamerica|http://artasiamerica.org/artist/detail/69
AAPI-0640|500056328|Q21467055|86012034|n88607225|Tseng, Yu-ho |Yu-ho (Betty) Tseng (Ecke)|1925|2017|Chinese||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Tseng+Kwong+Chi%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tseng_Yu-ho||
AAPI-0643||Q24885108|5132151304663349460001|no2017156959|Tsuchidana, Harry|Harry Tsuchidana|1932||Japanese;Hawaiian (Kamaʻāina)||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsuchidana%2C+Harry%22%20or%20%22Harry%20Tsuchidana%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Harry_Tsuchidana||
AAPI-0645|500433879|Q7830634|3526153596635151900007||Tsuchiya, Toyo|Toyo Tsuchiya|1948|2017|Japanese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsuchiya%2C+Toyo%22%20or%20%22Toyo%20Tsuchiya%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Toyo_Tsuchiya|artasiamerica|http://artasiamerica.org/artist/detail/31
AAPI-0648|500125524|Q5545340|280343589|n90634598|Tsutakawa, George|George Tsutakawa|1910|1997|Japanese||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsutakawa%2C+George%22%20or%20%22George%20Tsutakawa%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/George_Tsutakawa||
AAPI-0649|||||Tsuzuki, Byron Takashi|Byron Takashi Tsuzuki|1900|1967|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsuzuki,%20Byron%20Takashi%22%20or%20%22Byron%20Takashi%20Tsuzuki%22&searchscope=1&SORT=A||||||
AAPI-0650||Q77325044|||Tuttle, Martha|Martha Tuttle|1989||Chinese||interdisciplinary artist;painter;sculptor;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tuttle%2C+Martha%22%20or%20%22Martha%20Tuttle%22&searchscope=1||||||
AAPI-0651|500051067|Q63540053|96022438||Uchima, Ansei|Ansei Uchima|1921|2000|Japanese||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Uchima%2C+Ansei%22%20or%20%22Ansei%20Uchima%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Ansei+Uchima||||
AAPI-0652|||||Ueyama, Tokio|Tokio Ueyama|1889|1954|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ueyama,%20Tokio%22%20or%20%22Tokio%20Ueyama%22&searchscope=1&SORT=A||||||
AAPI-0653||Q110638002|||Ukaji, Kaori|Kaori Ukaji|1964||Japanese;Hawaiian (Kamaʻāina)||installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ukaji%2C+Kaori%22%20or%20%22Kaori%20Ukaji%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/54
AAPI-0654|500081320|Q58210823|16718387||Umemoto, Nanako|Nanako Umemoto|||Japanese||architect|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Umemoto%2C+Nanako%22%20or%20%22Nanako%20Umemoto%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Reiser_%2B_Umemoto||
AAPI-0655||Q111744160|||Unithan, Dolly|Dolly Unithan|1940|2018|Malaysian||installation artist;multimedia artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Unithan%2C+Dolly%22%20or%20%22Dolly%20Unithan%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Dolly+Unithan|||artasiamerica|http://artasiamerica.org/artist/detail/71
AAPI-0656|||||Uno, Sadayuki Thomas|Sadayuki Thomas Uno|1901|1989|Japanese||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Uno,%20Sadayuki%20Thomas%22%20or%20%22Sadayuki%20Thomas%20Uno%22&searchscope=1&SORT=A||||||
AAPI-1262||Q44627574|28152864187004822964|no2018073615|Uoo, Stewart|Stewart Uoo|1985||Korean||painter;sculptor;time-based media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Uoo, Stewart""%20or%20""Stewart Uoo""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Stewart_Uoo||
AAPI-1000|500175965|Q21479888|9772795|nr2001021924|Usui, Bumpei||1889|1994|Japanese||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Usui%2C+Bumpei%22+or+%22Bumpei+Usui%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=bumpei+usui&searchField=ArtistCulture||||
