Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
474|Diggs, Isaac|1972||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Diggs%2C+Isaac+%22%20or%20%22Isaac+Diggs%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8087|||Q118141604|||
475|Hassan, Yusuf Amir|1987||book/zine artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Hassan%2C+Yusuf+Amir+%22%20or%20%22Yusuf+Amir+Hassan%22&searchscope=1|||||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Hassan,%20Yusuf%20Amir&searchField=ArtistCulture|Q118141605|||
476|Abele, Julian|1881|1950|architect||Watsonline|"https://library.metmuseum.org/search~S1/X?SEARCH=(""Abele%2C Julian"" or ""Julian Abele"")&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Julian_Abele|AAVAD|https://wayback.archive-it.org/4472/20210316171743/http://216.197.120.164/artistbibliog.cfm?id=1672|||Q6306922|no2015166143|96080818|500059495
477|Amoda, Olu|1959||designer; mixed-media artist; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amoda,%20Olu%22%20or%20%22Olu%20Amoda%22&searchscope=1&SORT=A|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11095|||Q98912847|||500356060
478|Bey, April|||interdisciplinary artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Bey%2C+April%22+or+%22April+Bey%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/April_Bey|||||Q62629946||248147312811237000000|
479|Black, Al|1947||painter||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=""Black, Al""%20or%20""Al Black""&searchscope=1"|||AAVAD|https://wayback.archive-it.org/4472/20210224050315/http://216.197.120.164/artistbibliog.cfm?id=4441|||Q118141606|||
480|Blas, Nydia|1981||collagist; photographer; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Blas,%20Nydia%22%20or%20%22Nydia%20Blas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nydia_Blas|||||Q61959778|||
481|Boghossian, Skunder|1937|2003|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Boghossian%2C%20Skunder%22%20or%20%22Skunder%20Boghossian%22)%20or%20(%22Boghossian%2C%20Alexander%22%20or%20%22Alexander%20Boghossian%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Skunder_Boghossian|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=906|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Boghossian,%20Skunder&searchField=ArtistCulture|Q966300|n80116433|13617234|500123377
482|Bond, J. Max|1935||architect||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Bond%2C+J.+Max%22+or+%22Max+Bond%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/J._Max_Bond_Jr.|||||Q2278518|no2009044973|83630069|
483|Bradley, Andre|1987||book/zine artist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bradley,%20Andre%22%20or%20%22Andre%20Bradley%22&searchscope=1&SORT=A|||||||Q104237005|||
484|Brooks, Queen|1943||assemblage artist; mixed-media artist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Brooks,%20Queen%22%20or%20%22Queen%20Brooks%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Queen_Brooks|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=6157|||Q85772005||48155707011022400000|
485|Brown, Iona Rozeal|1966||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Brown,%20Iona%20Rozeal%22%20or%20%22Iona%20Rozeal%20Brown%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Iona_Rozeal_Brown|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4513|||Q28871289|no2005049529|73586326|500299856
486|Brown, Samuel Joseph|1907|1994|mixed-media artist; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Brown%2C%20Samuel%20Joseph%22%20or%20%22Samuel%20Joseph%20Brown%22%20or%20%22Samuel%20J.%20Brown%22)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=740|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Brown,%20Samuel%20Joseph&searchField=ArtistCulture|Q22086674|nr95027618|21222984|500034718
487|Bryant, Linda Goode|1949||time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Bryant,%20Linda%20Goode%22%20or%20%22Linda%20Goode%20Bryant%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Linda_Goode_Bryant|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=737|||Q6551597|n78025222|33253642|500474924
488|Chatmon, Tawny|1979||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Chatmon,%20Tawny%22%20or%20%22Tawny%20%20Chatmon%22&searchscope=1&SORT=A|||||||Q110935563|||
489|Commeraw, Thomas W.|1796||ceramicist / potter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Thomas%20Commeraw)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Thomas_Commeraw|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16173|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Commeraw%2C+Thomas%22&searchField=ArtistCulture|Q110791801|no2022148327|32167198281667600000|
490|Daniels, J. Yolande|1962||architect; designer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=D&searcharg=%22Daniels%2C+J.+Yolande%22+or+%22J.+Yolande+Daniels%22&searchscope=1|||||||Q98187926|||
491|Davis, Kenturah|1984||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Davis,%20Kenturah%22%20or%20%22Kenturah%20Davis%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Kenturah_Davis|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=19792|||Q87293254|no2021069846|12162420470332200000|
492|Debela, Achamyeleh|1947||painter; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Debela,%20Achamyeleh%22%20or%20%22Achamyeleh%20Debela%22&searchscope=1&SORT=A|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=3035|||Q118141607|||
493|Delgado, Dennis|||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Delgado%2C+Dennis%22+or+%22Dennis+Delgado%22&searchscope=1|||||||Q118141608|||
494|Diggs, Arthur|1888||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Diggs,%20Arthur%22%20or%20%22Arthur%20Diggs%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1758|||Q64021926|nr95028632|294321601|500034701
495|Dillon, Frank J.|1866|1964|designer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Dillon,%20Frank%20J.%22%20or%20%22Frank%20J.%20Dillon%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=77|||Q21288902|nr95028633|4821381|500034700
496|Douglas, Stan|1960||conceptual artist; installation artist; performance artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1?/Xd:(%22Douglas%2C+Stan%22)+or+(%22stan+douglas%22)&searchscope=1&SORT=R/Xd:(%22Douglas%2C+Stan%22)+or+(%22stan+douglas%22)&searchscope=1&SORT=R&SUBKEY=d%3A(%22Douglas,+Stan%22)+or+(%22stan+douglas%22)/1%2C70%2C70%2CB/browse|Wikipedia|https://en.wikipedia.org/wiki/Stan_Douglas|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4512|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Douglas,%20Stan&searchField=ArtistCulture|Q129554|n94024061|96542305|500116129
497|Duroseau, Dominique|1978||interdisciplinary artist; performance artist; photographer; time-based media artist|Index of Latinx and Hispanic American Artists|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Duroseau,%20Dominique%22%20or%20%22Dominique%20Duroseau%22&searchscope=1|||||||Q118141609|||
498|Ekpuk, Victor|1964||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ekpuk,%20Victor%22%20or%20%22Victor%20Ekpuk%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Victor_Ekpuk|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2242|||Q16728789|n94087707|43535874|500356066
499|Enwezor, Okwui|1963|2019|||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Enwezor%2C%20Okwui%22%20or%20%22Okwui%20Enwezor%22)&searchscope=1&SORT=D|Wikipedia|https://en.wikipedia.org/wiki/Okwui_Enwezor|||||Q522031|n98013647|51866106|500486505
500|Farrow, William McKnight|1885|1967|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Farrow%2C+William%22+or+%22William+M.+Farrow%22+or+%22William+Farrow%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Farrow%2C+William+M.%22+or+%22William+M.+Farrow%22+or+%22William+Farrow%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/William_McKnight_Farrow|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=824|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Farrow,%20William%20McKnight&searchField=ArtistCulture|Q96288812||311331238|
501|Flemister, Frederick|1917|1976|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flemister,%20Frederick%20C%22%20or%20%22Frederick%20C%20Flemister%22&searchscope=1&SORT=A|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=370|||Q65658684|||
502|Fortune, Rahim|1994||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22fortune%2C+rahim%22+or+%22rahim+fortune%22+&searchscope=1|||||||Q110137405|no2021087849|7096162368012020000000|
503|Rashid, Umar (Frohawk Two Feathers)|1976||illustrator; painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22frohawk%20two%20feathers%22)%20or%20(%22umar%20rashid%22)%20or%20(%22rashid%2C%20umar%22))&searchscope=1&SORT|Wikipedia|https://en.wikipedia.org/wiki/Frohawk_Two_Feathers|||||Q19665636||232996838|
504|Gooden, Mario|1965||architect||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Gooden%2C+Mario""+or+""Mario+Gooden""&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Mario_Gooden|||||Q17299930||152359978|500286976
505|Goss, William|1894|1960|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22goss%2C%20william%20thompson%22%20or%20%22william%20t.%20goss%22%20or%20%22william%20goss%22)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1763|||Q76170621|||
506|Grauer, Gladys|1923|2019|muralist||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Grauer%2C%20Gladys%22%20or%20%22Gladys%20Barker%20Grauer%22)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=928|||Q29636028|||
507|Hill, Carl G.|1911|1943|printmaker||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=""Hill, Carl G.""%20or%20""Carl G. Hill""&searchscope=1"|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2963|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Hill,%20Carl%20G.&searchField=ArtistCulture|Q113847501|||
508|Hines, Felrath|1913|1993|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hines,%20Felrath%22%20or%20%22Felrath%20Hines%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Felrath_Hines|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1840|||Q20679194|n95081807|53400822|500099656
509|Hood, Walter J.|1958||designer||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hood%2C+Walter""+or+""Walter+Hood""&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Walter_Hood|AAVAD|https://wayback.archive-it.org/4472/20210227172002/http://216.197.120.164/artistbibliog.cfm?id=8225|||Q7965158|nb97048695|33946589|500232110
510|Hunster, Thomas Watson|1851|1929|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Thomas%20Hunster)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8851|||Q116149746|||
511|Ingram, Zell|1910|1971|designer; illustrator; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ingram,%20Zell%22%20or%20%22Zell%20Ingram%22&searchscope=1&SORT=A|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=741|||Q114924114|||
